日期,关键词,标题,正文摘要,点赞,收藏,评论,分享,类型,作者,封面图URL,标签,笔记ID,xsec_token,链接
2026-09-07,DELF B2/DELF B2写作/法语B2备考/DELF备考,DELF B2短期备考怎么做？经验贴来啦！！！,我当时备考时间是一个半月，考前的情况是法语专四通过了，水平可能在b1这样，我的目标就是擦边过（主要是为了给自己找个学习动,202,156,59,11,视频,Magnolia,https://sns-na-i11.xhscdn.com/1040g2sg324qoribs2akg5pffpd819c57uobtfc0?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=f0d8d32685cf34a2c33c05c284249155&t=6aa73592,,6a9ece720000000011037724,YBnEbnz-VcbMf-jmzdoRtxoG4QQbtcuUCUtl1sqniX0gI=,https://www.xiaohongshu.com/explore/6a9ece720000000011037724?xsec_token=YBnEbnz-VcbMf-jmzdoRtxoG4QQbtcuUCUtl1sqniX0gI=&xsec_source=app_note
2026-08-02,DELF B2/法语B2备考/DELF备考,一边上班一边备考Delf B2，我这3个月安排,一边上班一边备考 DELF B2，真的是跟自己的大脑🧠精力决斗🤺我当时最大的问题不是“要不要努力”，而是下班后真的没,144,108,18,8,图文,小蚂蚁法国留学后回国上班中,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k0323cdc6vgn40049c92fv6ofabhc59da0?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=ae6c620474146cd02a828b1132120b31&t=6aa73592,,6a6f586e0000000026034729,YBLr3d_F_9udhZ_TfoxSs0_jGp6yLjQPI63IQOxxdNaAo=,https://www.xiaohongshu.com/explore/6a6f586e0000000026034729?xsec_token=YBLr3d_F_9udhZ_TfoxSs0_jGp6yLjQPI63IQOxxdNaAo=&xsec_source=app_note
2026-07-29,DELF B2/法语B2备考,基础差的不行（本人）如何极限过Delf B2,#法语 #法语零基础学习 #delf #国内 #B2 #Delf考点 本人中法合办，从大一入学开始学法语，但大,125,103,27,15,图文,沉迷的胡桃,https://sns-na-i11.xhscdn.com/1040g008323af8jlu02e05pf5unbh9o5vmqq5qvo?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=6ce9028e92f9c498fcbec66c037b6f36&t=6aa73592,,6a699151000000000503a4c5,YBpr5uePgmxn9llMRRXdBzOLiIc0BZ4iVOZv2vcPVrbXU=,https://www.xiaohongshu.com/explore/6a699151000000000503a4c5?xsec_token=YBpr5uePgmxn9llMRRXdBzOLiIc0BZ4iVOZv2vcPVrbXU=&xsec_source=app_note
2026-07-27,DELF B2/DELF备考,,法语delfB2已过71分，从b1到b2 备考花了3个月 只做了真题。碰到了很多原题#法语delf #delfb,125,148,27,12,图文,海狗侠,https://sns-na-i11.xhscdn.com/1040g2sg3234kdtcq7udg5nfc8nv08rb4o2cbato?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=5cdc1251ba3133224f2be282382e45e2&t=6aa73592,,6a675e1c000000001302cf30,YBRu7qZzkXCv-4uG-SYLV_Iv39dVoBOrebbfHA5Jo1Fq0=,https://www.xiaohongshu.com/explore/6a675e1c000000001302cf30?xsec_token=YBRu7qZzkXCv-4uG-SYLV_Iv39dVoBOrebbfHA5Jo1Fq0=&xsec_source=app_note
2026-09-08,DELF B2/法语B2备考/DELF备考,严肃避雷我考法语b2时做的无用功,hello，大家好我是番薯，最近又要法语考试了，想到我刚备考的时候报名费加资料费砸进去快三千，夜没少熬，弯路也没少走。趁,113,98,17,12,图文,番薯不是薯,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k0324rd2ki52g605qar4j2e727gk38bd28?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=d851bc1bcf1ed9250febae51ac6cb8cd&t=6aa73592,,6a9f7391000000000b00efe5,YBJp12pLz_5TW8lC76k5zUB4vfIHEPNbeQTppqXm-BRlU=,https://www.xiaohongshu.com/explore/6a9f7391000000000b00efe5?xsec_token=YBJp12pLz_5TW8lC76k5zUB4vfIHEPNbeQTppqXm-BRlU=&xsec_source=app_note
2026-04-21,DELF B2,法语B2成绩出了 50.5分,超级无敌控分。牛逼。居然过了。 总体和我预想的差不多，听力和口语比我想的高了几分，最终居然飘过了。牛逼。 开学以来唯一一,105,12,37,10,图文,重生之我要停谷当现充,https://sns-na-i11.xhscdn.com/1040g00831v78dfpd2q405p49vpi4mrs2da4hd6o?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=3870e96ef374b11b1cf798a9ef3d22b3&t=6aa73592,,69e7043e0000000021010129,YBvgQ2VEg4ZyegzCo92h_BOxbizLDBF6UQGlTt_3rqS1Q=,https://www.xiaohongshu.com/explore/69e7043e0000000021010129?xsec_token=YBvgQ2VEg4ZyegzCo92h_BOxbizLDBF6UQGlTt_3rqS1Q=&xsec_source=app_note
2026-04-20,DELF B2/法语B2备考,8个月自学法语到TEF B2的经验与心得（下）,前两篇可谓是总结了自学道路上所有能遇到的弯路，接下来是帮助我在一个月不到的时间，直接冲到B2的、至关重要的攻略方式,97,98,7,15,图文,Ingrid,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k831v5qe7fb2q905od686vk18evq43jqc8?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=6ce750d4b2c2f08d04029766c146401c&t=6aa73592,,69e583e6000000001a0225a1,YBvn4owWU44ciXN1jU5AZ1xO8_vVrnuRkjbfWk0s9hvgk=,https://www.xiaohongshu.com/explore/69e583e6000000001a0225a1?xsec_token=YBvn4owWU44ciXN1jU5AZ1xO8_vVrnuRkjbfWk0s9hvgk=&xsec_source=app_note
2026-08-22,DELF B2/法语B2备考,,从去年八月份到今年八月底 把你好法语a1到b1学完了 目标是明年三月份的delfb2 开始学egob2争取两个月过完 然,92,43,26,1,图文,love7,https://sns-na-i11.xhscdn.com/notes_uhdr/1040g3qg3245h6c2ego005offnna41irdo4jjjbg?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=21c01080c4a425c68310de111d425c64&t=6aa73592,,6a890dfb000000001602a86e,YBBoun8psnqefsf_m9rKCWNshB5SoRN0UBIs-L2Apltj8=,https://www.xiaohongshu.com/explore/6a890dfb000000001602a86e?xsec_token=YBBoun8psnqefsf_m9rKCWNshB5SoRN0UBIs-L2Apltj8=&xsec_source=app_note
2026-08-23,DELF B2,法语A2水平，DELF B2居然59.5分过了！我的,#delfb2 #法语 #快速通过考试 #delf,78,79,17,15,图文,李小妞,https://sns-na-i11.xhscdn.com/spectrum/1040g0k032474jgk00m004a0ppmhbud4kehgdi60?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=08d126cb967ae0e88028d0fe6f302de4&t=6aa73592,,6a8ab3910000000026038b77,YB0TAs6MbMJB6cWi44b3MG-FCQYsK8SajQpHr43MxZTcg=,https://www.xiaohongshu.com/explore/6a8ab3910000000026038b77?xsec_token=YB0TAs6MbMJB6cWi44b3MG-FCQYsK8SajQpHr43MxZTcg=&xsec_source=app_note
2026-04-12,DELF B2/法语B2备考,DELF B2 阅读难度参考,#法语 #法语法语 #法语单词 #DELF #delf #delf备考 #delfb2 #delfb2题库,74,28,2,2,图文,persevere💫,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k031usa2ihehu004avu14ar4ahg64d9gco?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=e1948d1cae4457261341296335876679&t=6aa73592,,69dbc6180000000021005962,YBOef9h4cuZL9uCZnPkT1tiVdMzjSJQLOiDgWY40snFow=,https://www.xiaohongshu.com/explore/69dbc6180000000021005962?xsec_token=YBOef9h4cuZL9uCZnPkT1tiVdMzjSJQLOiDgWY40snFow=&xsec_source=app_note
2026-04-22,DELF B2,DELF B2 口语备考笔记一·生活类,答题策略总结 三个话题背后有一条暗线——“制度 vs. 文化”的张力。口语考试里如果能有这样一个贯穿自己答题的逻辑视角,87,85,8,7,图文,一片漆黑格尔,https://sns-na-i11.xhscdn.com/spectrum/1040g34o31v8mmn791m405p5rv9f57r3dk3lln2o?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=3d634d5b637df286a1a5a028a14c845b&t=6aa74094,,69e876af0000000023020137,YBBaWtzW26GoCmww_2VL4ClrhW7w2D2-KwPvbt41Iypzg=,https://www.xiaohongshu.com/explore/69e876af0000000023020137?xsec_token=YBBaWtzW26GoCmww_2VL4ClrhW7w2D2-KwPvbt41Iypzg=&xsec_source=app_note
2026-04-08,DELF B2,分享我写的第一个B2写作指南！！,终于！！经过一个多月准备，在今天发布啦！！ 第一次写这样的指南好开心，有什么不足之处欢迎大家指出！！（视频时间太长了嘿嘿,73,43,16,5,视频,莽撞天才,https://sns-na-i11.xhscdn.com/1040g00831umhi3jrig0g4a651qvhfmnbj0s85r8?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=3455188e5436aa5df2567488d1cca4a7&t=6aa74094,,69d5e794000000002301fe7d,YBOjxUEb8BZAY6sO7wlVkLbO8z7bMSg_VUjHVviATUSsg=,https://www.xiaohongshu.com/explore/69d5e794000000002301fe7d?xsec_token=YBOjxUEb8BZAY6sO7wlVkLbO8z7bMSg_VUjHVviATUSsg=&xsec_source=app_note
2026-06-12,DELF B2/DELF B2口语,论DELF B2口语5分是什么水平,在无数DELF/DALF高分经验分享的背景之下，本文仅用于缓解考生压力，内容未经推敲，仅供娱乐。 我是一个从头到尾都靠自,68,20,26,5,图文,tttomorrow,https://sns-na-i11.xhscdn.com/1040g008321ap7gtr74704btetucmldg2vodjrpg?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=bd5f592fd097e31399da90f7b3b046b4&t=6aa74094,,6a2c2a990000000022026868,YBp1NeUtV2FEwmd2Z_HxKBpZ4j3e_ZpRF3hqXEAfA04FU=,https://www.xiaohongshu.com/explore/6a2c2a990000000022026868?xsec_token=YBp1NeUtV2FEwmd2Z_HxKBpZ4j3e_ZpRF3hqXEAfA04FU=&xsec_source=app_note
2026-08-21,DELF B2/法语B2备考,0基础到B2高分，我只认真学了最后一个月,先说一下我的情况： 来法国从0开始学法语，断断续续上了2个月A1-A2的课，2个月b1的课后开始自学。但我真的太懒了,70,44,20,7,图文,瑞的南法生活日志,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k03244f1m6a74005ov4j9f9grk1v2k8qdo?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=3c590ac6721ff901a4908a7dcf142fde&t=6aa74094,,6a87f7a30000000008015f36,YBrOu8LSWI8SVKcz1iN5ULGK8Rlr-4Joz2_CnTlO8txp8=,https://www.xiaohongshu.com/explore/6a87f7a30000000008015f36?xsec_token=YBrOu8LSWI8SVKcz1iN5ULGK8Rlr-4Joz2_CnTlO8txp8=&xsec_source=app_note
2026-09-05,DELF B2,法语DELF B2写作近满分经验贴,DELF B2写作考察的是逻辑思维和论证能力，而非语言水平。通过拆解观点、名词化表达、对话感、信息释放节奏、条件式和虚拟,66,69,0,10,图文,起音法语,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k8324mtd11b0s7g5pje5r91oqmn8o6q0n8?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=8a1827a7aae53a8a3c51a9c254e6fb03&t=6aa74094,,6a9ae01b000000002900fa2f,YBFHjEJAo-qnIEvOrbqAA_eGHXM_wKF3lqqTOgZToPGU0=,https://www.xiaohongshu.com/explore/6a9ae01b000000002900fa2f?xsec_token=YBFHjEJAo-qnIEvOrbqAA_eGHXM_wKF3lqqTOgZToPGU0=&xsec_source=app_note
2026-04-24,DELF B2,DELF B2 口语第二类：环保类,环保类题目的隐形逻辑：“个人行动 vs. 制度设计”。最有说服力的答案不是指责个人不够努力，而是论证「制度如何让环保变得,63,67,0,6,图文,一片漆黑格尔,https://sns-na-i11.xhscdn.com/spectrum/1040g34o31vbnjm9ghui05p5rv9f57r3dntvfpmo?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=7adf240d921efad79723ba7c5d1d82cd&t=6aa74094,,69eb908e0000000036018092,YBadi81VsBVkuUsXDngWjyiTqRWemf5dh7zwLe3GQhKHw=,https://www.xiaohongshu.com/explore/69eb908e0000000036018092?xsec_token=YBadi81VsBVkuUsXDngWjyiTqRWemf5dh7zwLe3GQhKHw=&xsec_source=app_note
2026-06-10,DELF B2/法语B2备考/DELF备考,法语B2已过，说一下普通人的学习强度。。。,非天赋型，零基础到法语B2全靠堆时间+死记方法，没捷径但可复制！今天说普通人能坚持的真实强度 ⏰每日时长 不用全职备考,63,100,1,16,图文,精辰加国咨询中介,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k83217u2sgf7k705q7v378dtm4fk4lko1g?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=a53d8baf477bb577d3d7b44257c83768&t=6aa74094,,6a29366c0000000008025f31,YBe96TpFt2yUEL9nhOsX8tVXGhBGY0oW-mWUCLWm_Si3o=,https://www.xiaohongshu.com/explore/6a29366c0000000008025f31?xsec_token=YBe96TpFt2yUEL9nhOsX8tVXGhBGY0oW-mWUCLWm_Si3o=&xsec_source=app_note
2026-04-20,DELF B2/DELF B2写作,作文妳是认真的嘛🥺,#delfb2 #delf #法语,57,18,24,5,图文,咪也想变成人类嘛,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k831v5qq3pqiq705pcqhfpoiq0ogsb70ho?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=82eeab6c5723b874ee5ca851f0dd424c&t=6aa74094,,69e5876400000000220009d6,YBIsefTSZAUQaaGWUV9wZU0Uix5aLs-mwfaqFGx6qU0N4=,https://www.xiaohongshu.com/explore/69e5876400000000220009d6?xsec_token=YBIsefTSZAUQaaGWUV9wZU0Uix5aLs-mwfaqFGx6qU0N4=&xsec_source=app_note
2026-08-15,DELF B2,DELF B2听力实战 | Seb的法语听说课 E7,DELF B2 听力别急着听：考前 60 秒读题，决定你能不能抓到关键信息。 #法语 #法语听力 #法语轻松学,56,33,0,4,视频,Seb的法语专栏,https://sns-na-i11.xhscdn.com/spectrum/1040g0k0323t6avc1n0005p8lgcup5s5h9d3g200?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=ed61ade09b115df4f3085c94cf4d73f5&t=6aa74094,,6a8084b80000000029032afc,YBicJVKqpNmNQdP54Ufb0Rsv6JeS-rtXJcIBQKlvxPtas=,https://www.xiaohongshu.com/explore/6a8084b80000000029032afc?xsec_token=YBicJVKqpNmNQdP54Ufb0Rsv6JeS-rtXJcIBQKlvxPtas=&xsec_source=app_note
2026-04-17,DELF B2,法语DELF B2 必记词汇‼️,#法语 #法语法语 #DELF #delf备考 #delfb2 #DELFB2 #DELF备考 #法语单词,56,49,2,1,图文,persevere💫,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k831v244immjugg4avu14ar4ahgfo8pfs0?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=ac629c6fa9270ddf7c3dc8d9e3d3f1d3&t=6aa74094,,69e1ba4100000000230235bf,YBYedfxIUvLPRw9AkfHDYmfdMOF7tx48pWd_JneagAX0Q=,https://www.xiaohongshu.com/explore/69e1ba4100000000230235bf?xsec_token=YBYedfxIUvLPRw9AkfHDYmfdMOF7tx48pWd_JneagAX0Q=&xsec_source=app_note
2026-06-26,DELF B2,2026 Delf b2 82分 法国场,四年前B1 92分过的，当时信誓旦旦要考B2，一转眼就蹉跎了四年。总分82.5 和估计得差不多，满意。 听力20 阅读,55,37,17,3,图文,霓,https://sns-na-i11.xhscdn.com/oss-sg/notes/1040g3l0321sp4f377u00490cbr9ilkd5741g7ro?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=5426ec0f6ac661907d2fe8be785bc59a&t=6aa74094,,6a3e974c000000000e038400,YBUpfkiPU7eJR74XhseW3xb3R8T0C46zU5OhoGmAfKRl0=,https://www.xiaohongshu.com/explore/6a3e974c000000000e038400?xsec_token=YBUpfkiPU7eJR74XhseW3xb3R8T0C46zU5OhoGmAfKRl0=&xsec_source=app_note
2026-05-15,DELF B2,5月15日了，法语DELF觉得来不及的参考去年我,#法语入门 #法语 #法语零基础学习 #法语交际口语 #法语口语 #法语delf #delf #法语词汇,54,54,16,4,图文,法语Alice🌈,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k032056vleh2i0g5ppmcn07djp49g5hapg?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=0133e8a242a64628433302c54554557e&t=6aa74094,,6a06cfed000000000702c88a,YBGXc3stJS2bhNFuOx0nMhuJK6c-4UXaC5TG4zAUaAeds=,https://www.xiaohongshu.com/explore/6a06cfed000000000702c88a?xsec_token=YBGXc3stJS2bhNFuOx0nMhuJK6c-4UXaC5TG4zAUaAeds=&xsec_source=app_note
2026-07-27,DELF B2,DELF B2经验分享帖来啦～,废话：也是一大早起来蹲点查分，正如大家所看到的，一个不算危险也不算高的分数，一切都风平浪静地告一段落，sans aucu,53,27,9,3,图文,尘世间最伟大的作曲家,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k832343i25eno705ocdvhd41n6ufts64ig?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=8c93980c10d8f3ffb680771d7b5e105f&t=6aa74094,,6a66dec20000000004029384,YBDvFJwJ5yh_6ByfljgKPQ1jJ9ggTG2mq6xJpgzOHsRyo=,https://www.xiaohongshu.com/explore/6a66dec20000000004029384?xsec_token=YBDvFJwJ5yh_6ByfljgKPQ1jJ9ggTG2mq6xJpgzOHsRyo=&xsec_source=app_note
2026-03-19,DELF B2,裸考Delf b2飘过了！,这回是真的毫无准备，可能考前复习了两天吧…直到考试前离题型是什么样都不太清楚，就kuku一顿写，作文还有点烂尾了 还好最,52,7,18,4,图文,盐鼠,https://sns-na-i11.xhscdn.com/1040g00831ttq17ju7q005oc59vkk0g0h9o39lv8?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=374726235e881f2d63dc8e8587b02283&t=6aa74094,,69bc8a2e000000001f001655,YB8uJPmM-8g8FmW2pyauJHXWE9chcvBEhz6f82VzTaaR0=,https://www.xiaohongshu.com/explore/69bc8a2e000000001f001655?xsec_token=YB8uJPmM-8g8FmW2pyauJHXWE9chcvBEhz6f82VzTaaR0=&xsec_source=app_note
2026-08-27,DELF B2/DELF B2写作/法语B2备考/DELF备考,3周走火入魔23分🤲 DELF B2作文邪修指,先交代背景👇 主包纯零基础起步，因为懒得背模板所以写作这块满打满算只给自己留了三周突击时间。考前三周才开始练第一篇作文,51,51,16,6,图文,细胞生物学离我远一点,https://sns-na-i11.xhscdn.com/notes_pre_post/1040g3k0324bvltd0ga005q6hh4j8ln15u96v5bo?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=8325625dace51c0a9318bb3f4784c2f4&t=6aa74094,,6a8fac200000000025026a90,YBjrd_iB2RVonnPcyQ3im9yIsgsj45grnZEYYTiyU-qwY=,https://www.xiaohongshu.com/explore/6a8fac200000000025026a90?xsec_token=YBjrd_iB2RVonnPcyQ3im9yIsgsj45grnZEYYTiyU-qwY=&xsec_source=app_note
2026-06-13,DELF B2,DELF B2 2026年6月场 📍上海,听力[氛围感R] 长听力 tout influençable 短听力 éclairage 阅读[私信R] 第一篇 ens,50,24,54,20,图文,锦鲤三文鱼🍣,https://sns-na-i11.xhscdn.com/notes_uhdr/1040g3qg321bfc98c7o005pnd7bqnc17830u01ko?imageView2/2/w/1440/format/webp&ap=5&sc=SRH_DTL&sign=654ffea7e57af68e8300faeda9990bc5&t=6aa74094,,6a2cd6250000000008003e5d,YBp1NeUtV2FEwmd2Z_HxKBpSeazKj3XDPy_c_0DhoCDTg=,https://www.xiaohongshu.com/explore/6a2cd6250000000008003e5d?xsec_token=YBp1NeUtV2FEwmd2Z_HxKBpSeazKj3XDPy_c_0DhoCDTg=&xsec_source=app_note
